hotel_id,hotel_code,hotel_name,titulo_review,rating
688,AVwdoQnd_7pvs4fz7xO4,Home2 Suites by Hilton Edmond,Great one night stay,5.0
688,AVwdoQnd_7pvs4fz7xO4,Home2 Suites by Hilton Edmond,Overnight stay,5.0
688,AVwdoQnd_7pvs4fz7xO4,Home2 Suites by Hilton Edmond,"Spacious, modern room",4.0
688,AVwdoQnd_7pvs4fz7xO4,Home2 Suites by Hilton Edmond,Family Reunion,4.0
689,AV1c4vmma4HuVbed5sdh,Browns Hill Tavern Motel,Nice family restaurant,4.0
690,AV1dx8MuIxWefVJwfODu,Landmark Hotel,Best breakfast in the area,5.0
691,AVweAqEb_7pvs4fz_PEY,Comfort Inn Duncansville - Altoona,Enjoyed the Stay!,4.0
691,AVweAqEb_7pvs4fz_PEY,Comfort Inn Duncansville - Altoona,Nice hotel and staff.,4.0
691,AVweAqEb_7pvs4fz_PEY,Comfort Inn Duncansville - Altoona,Perfect night,5.0
691,AVweAqEb_7pvs4fz_PEY,Comfort Inn Duncansville - Altoona,Wonderful staff and comfortable rooms,4.0
692,AVwc6Hq2ByjofQCxjf93,Best Western Plus Executive Inn,Wonderful stay,5.0
693,AVwdLoTFkufWRAb53JrG,Pittsburgh Marriott City Center,Great location for visiting Duquesne,4.0
693,AVwdLoTFkufWRAb53JrG,Pittsburgh Marriott City Center,Perfect all inclusive venue,5.0
693,AVwdLoTFkufWRAb53JrG,Pittsburgh Marriott City Center,Wonderful hotel!,5.0
693,AVwdLoTFkufWRAb53JrG,Pittsburgh Marriott City Center,Great Hotel for a business trip,4.0
693,AVwdLoTFkufWRAb53JrG,Pittsburgh Marriott City Center,Superior Customer Service,5.0
